Org,Tag,Verdict,Notes,Landed_URL,Flag
Greater Lawrence Family Health,Walk-in Care,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,Disease Prevention and Health Education,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,Nutrition Counseling,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,Laboratory Services,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,Health Insurance Enrollment and Cost of Care Assistance,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,Pharmacy Residency Program,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[OLD] Healthcare,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[OLD] Primary Care,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[OLD] Dental Care,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[OLD] Behavioral Health,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[OLD] Maternal Health,accurate,,https://glfhc.org/,gemini
Greater Lawrence Family Health,[MISSING — write in anything the site offers that's not listed],,"Telehealth Services: Virtual visits and remote care options.
Substance Use Treatment / Addiction Medicine: Including Medication-Assisted Treatment (MAT) and Office-Based Opioid Treatment (OBOT).
School-Based Health Centers: Clinics located directly within local school districts to provide care to students.
Mobile Health Clinic: Outreach medical care provided via mobile units to reach underserved communities.
Homeless Health Care: Specialized medical and outreach services specifically tailored for unhoused individuals.
HIV/AIDS Care (Ryan White Program): Comprehensive infectious disease care, PrEP, and support services.
Transgender / LGBTQ+ Health: Specialized, affirming medical care including gender-affirming hormone therapy.
Sports Medicine: Treatment for musculoskeletal injuries and athletic care.
Acupuncture: Often offered as an integrative medicine approach for pain management.
Group Medical Visits: Shared medical appointments for chronic disease management and education.
Social Services / Case Management: Help with housing, food insecurity, and other social determinants of health.",https://glfhc.org/,gemini
Hands to Help,Academic Degree and Certificate Programs,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Experiential Learning Opportunities,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Student Academic and Career Support,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Student Residential and Campus Life Services,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Student Health and Wellness Services,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Athletic Programs,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Admissions and Financial Services,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Spiritual Life and Community Service Programs,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,Specialized Academic Learning Communities,wrong,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] Adult Education,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] After School,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] College Prep,unspecified,"While it offers after-school tutoring which can aid in general academics, it is not explicitly categorized as a college prep program.",https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] Economic Mobility,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] Workforce Development,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] Literacy,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[OLD] Social Services,accurate,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Hands to Help,[MISSING — write in anything the site offers that's not listed],,,https://www.merrimack.edu/about/offices_services/campus_ministry/service_opportunities/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Small business loans,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Technical assistance grants for small businesses,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Merrimack Valley Small Business Coalition,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),LP Network,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Know Your City Series,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Workforce analysis,wrong,"Wrong. ""Workforce Development"" is the accurate term for their work; they don't seem to provide pure data analysis.",https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),Local job listings,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),[OLD] Disabilities,wrong,They are not a specialized disability services agency.,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),[OLD] Transition to Employment,wrong,"Their focus is on broad workforce and economic growth, not specialized transition programs.",https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),[OLD] Job Training,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),[OLD] Vocational Rehabilitation,wrong,"Handled by state agencies, not the Lawrence Partnership.",https://lawrencepartnership.org/,gemini
Lawrence Partnership for Transition to Employment (LPTE),[MISSING — write in anything the site offers that's not listed],,"Economic Development, Community Engagement, Workforce Development",https://lawrencepartnership.org/,gemini
Northeast Justice Center,DTA and Public Benefits Appeals/Assistance,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Domestic Abuse and Crime Victim Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Housing and Shelter Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Money and Debt Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Children,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Family,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,and Divorce Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Employment and Unemployment Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Immigration Legal Services,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Criminal Records (CORI) and Licensing Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Health and Disability Rights Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,School-Related Legal Aid,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Lawyer Referrals,wrong,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,Legal Information and Self-Help Resources,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[OLD] Legal Services,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[OLD] Immigration Law,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[OLD] Housing Law,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[OLD] Consumer Protection,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[OLD] Benefits Assistance,accurate,,https://www.masslegalhelp.org/,gemini
Northeast Justice Center,[MISSING — write in anything the site offers that's not listed],,"Elder Law, LGBTQ Rights / Legal Aid",https://www.masslegalhelp.org/,gemini
St. Mary's Parish,Pre-School/Kindergarten Program,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Sacramental Preparation Programs,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Worship Services,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Baptism Services,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Youth Ministry Programs,wrong,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Adult Faith Formation,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Child Safety Training,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Parish Fellowship Groups,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,Special Cultural & Liturgical Events,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,[OLD] Faith-based Services,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,[OLD] Community Outreach,accurate,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,[OLD] Food Pantry,wrong,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,[OLD] Social Services,wrong,,https://www.stmaryassumption-lawrence.org/,gemini
St. Mary's Parish,[MISSING — write in anything the site offers that's not listed],,"Cemetery & Mausoleum Services, Reconciliation / Confession, Eucharistic Adoration, Bilingual / Spanish Ministries, Live Stream Services",https://www.stmaryassumption-lawrence.org/,gemini
Merrimack River Watershed Council (MRVC),Advocacy,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Education,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Recreation Promotion,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Water Quality Monitoring,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Combined Sewer Overflow (CSO) Investigation,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Post-Event Water Quality Testing,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Watershed Restoration Projects,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Watershed Climate Resilience Planning,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),Volunteer Program Management,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),[OLD] Environmental Justice,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),[OLD] Climate Change,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),[OLD] Watershed Conservation,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),[OLD] Water Quality,accurate,,https://merrimack.org/,gemini
Merrimack River Watershed Council (MRVC),[MISSING — write in anything the site offers that's not listed],,"Scientific Research, Community Engagement, Habitat Protection, Public health & safety",https://merrimack.org/,gemini
Suenos Basketball,AAU Program,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Skills & Training Clinics,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Leadership Academy,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Summer Camp,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Female Hoops Leadership,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,International Tournaments,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Coaching Certification,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,Youth Employment,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,[OLD] Athletics,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,[OLD] Basketball,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,[OLD] Youth Development,accurate,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,[OLD] After School,wrong,,https://suenosbasketball.org,redirected_domain
Suenos Basketball,[MISSING — write in anything the site offers that's not listed],,"Strength & Conditioning, Mentorship, Volunteer Opportunities, College Prep",https://suenosbasketball.org,redirected_domain
Merrimack Valley Dream Center,Fresh Start Mobile Showers & Laundry Services,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,Bridge Ministry outreach and essential supplies,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,Celebrate Recovery program,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,Shuttle Ministry transportation to church,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,Adopt-A-Block community outreach,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,Mobile Food Distribution,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,[OLD] Homelessness,accurate,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,[OLD] Emergency Shelter,wrong,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,[OLD] Housing,wrong,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,[OLD] Transitional Housing,wrong,,https://mvdreamcenter.org/,gemini
Merrimack Valley Dream Center,[MISSING — write in anything the site offers that's not listed],,"Substance Use & Addiction Recovery Support, Transportation Services, Youth & School Supplies (Backpack Drives), Community Referrals & Support Services",https://mvdreamcenter.org/,gemini
The Salvation Army Lawrence Corps,Camp and Summer Programs,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Alleviate Hunger,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Combat Addiction,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Equip Individuals and Families,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Brighten the Holidays,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Empower Youth,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,Help Disaster Survivors,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Workforce Development,wrong,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Faith-based Services,,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Food Insecurity,,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Housing Insecurity,wrong,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Homelessness,wrong,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Substance Use,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Youth Development,accurate,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Veterans Services,wrong,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[OLD] Emergency Assistance,wrong,,https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
The Salvation Army Lawrence Corps,[MISSING — write in anything the site offers that's not listed],,"LGBTQ Support, Bridging the Gap",https://easternusa.salvationarmy.org/massachusetts/lawrence,gemini
Lazarus House Ministries,Food Pantry,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,Soup Kitchen,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,Thrift Store,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,Emergency Shelter,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,Community Resources,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,Advocacy,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Food Insecurity,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Housing Insecurity,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Homelessness,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Emergency Shelter,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Workforce Development,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[OLD] Food Pantry,accurate,,https://lazarushouse.org/,gemini
Lazarus House Ministries,[MISSING — write in anything the site offers that's not listed],,"Transitional Housing, Vocational & Educational Training, Clothing & Goods Distribution",https://lazarushouse.org/,gemini
Si se puede!,Academic Enrichment & Homework Assistance,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,Arts and Creative Activities,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Nutrition and Well-Being Programs,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Technology and Internet Access,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Field Trips,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,Leadership Development,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,Mentoring,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,Career Exploration & Internships,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Community Service Programs,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Literacy Support,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,Sports & Fitness Activities,wrong,,https://www.ssplawrence.org/,gemini
Si se puede!,Social-Emotional Learning & Personal Growth,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,[OLD] After School,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,[OLD] Youth Development,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,[OLD] Tutoring,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,[OLD] Academic Support,accurate,,https://www.ssplawrence.org/,gemini
Si se puede!,[MISSING — write in anything the site offers that's not listed],,"Teamwork Development, Summer Learning Loss Prevention, Cultural Appreciation, Skill-Building Workshops",https://www.ssplawrence.org/,gemini
Greater Lawrence Technical School,Career and Technical Education Programs,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Adult Technical Training and Apprenticeship Programs,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,School Counseling and Mental Wellness Services,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Student Health Services,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Student Food Services,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Athletic Programs and Summer Conditioning,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Automotive Repair and Collision Services (Public),accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Restaurant Dining Services (Public),accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Hair and Beauty Salon Services (Public),accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,Childcare Services,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,English Learner Support Services,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,GLTS Scholarship Programs,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[OLD] Education,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[OLD] Vocational Training,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[OLD] Workforce Development,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[OLD] Youth Development,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[OLD] Career Technical Education,accurate,,https://www.glts.net/,gemini
Greater Lawrence Technical School,[MISSING — write in anything the site offers that's not listed],,"Cooperative Education (Co-op) Placements, Special Education (SPED) Services, School Transportation / Busing, Parent and Family Engagement Services, Specialized Certifications and Licensures",https://www.glts.net/,gemini
Lawrence Partnership,Venture Loan Fund,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,Technical Assistance Grants,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,MV Small Business Coalition,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,LP Network,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,Know Your City Series,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,Workforce Analysis,wrong,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,Local Job Connection,partial,listed as Local Job Opportunities,https://lawrencepartnership.org/,gemini
Lawrence Partnership,[OLD] Economic Development,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,[OLD] Workforce Development,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,[OLD] Business Development,partial,"Not a specific heading, but they mention ""helping businesses grow"" and ""nurturing small business owners.""",https://lawrencepartnership.org/,gemini
Lawrence Partnership,[OLD] Job Creation,accurate,,https://lawrencepartnership.org/,gemini
Lawrence Partnership,[MISSING — write in anything the site offers that's not listed],,"Community Engagement, Educational Attainment",https://lawrencepartnership.org/,gemini
Community Giving Tree,Evening of Giving,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,October Fun Fest,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,Back to School Program,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[OLD] Basic Needs,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[OLD] Clothing,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[OLD] Diapers,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[OLD] Family Services,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[OLD] Toy Drive,accurate,,https://www.communitygivingtree.org/,gemini
Community Giving Tree,[MISSING — write in anything the site offers that's not listed],,"Coats for Families, Holiday Gifts, Baby Equipment, Care and Share Parties, VolunTEEN / Youth Programs",https://www.communitygivingtree.org/,gemini
